node,index,country,continent,industry,foundation,target_status,bipartite,id,eigen_max,pages_max,degcen_max,bet_max,avg_max,dis_mean
Molecular Reflections,44627.0,United States,North America,Biotechnology,2000.0,Alive / Active,1,8763,,,,,,
SeniorBridge Family Companies,40757.0,United States,North America,Medical Facilities & Services,2000.0,Acquired,1,8765,0.04340661274918356,0.0020550513235368328,0.05491744436468055,0.006877987010198686,80.0,
Amedis Pharmaceuticals,494663.0,United Kingdom,Europe,Drug Development,2000.0,Acquired,1,8783,,,,,,
Innovaderm,519506.0,France,Europe,Biotechnology,2000.0,Dead / Inactive,1,8787,,,,,,
SeniorBridge,538385.0,United States,North America,Medical Facilities & Services,2000.0,Acquired,1,8795,,,,,,
Forte Visio Medica,512679.0,Sweden,Europe,Medical Devices & Equipment,2000.0,Dead / Inactive,1,8799,,,,,,
NextGen Sciences,530817.0,United Kingdom,Europe,Disease Diagnosis,2000.0,IPO / Went public,1,8803,,,,,,
Pointilliste,533255.0,United States,North America,Biotechnology,2000.0,Dead / Inactive,1,8804,,,,,,
T-cellic,544065.0,Denmark,Europe,Medical Devices & Equipment,2000.0,Dead / Inactive,1,8805,0.0026039714827681684,0.0005688332338240533,0.005936675461741424,0.0024658815834404605,30.11111111111111,
Morphotek,1190.0,United States,North America,Pharmaceuticals / Drugs,2000.0,Acquired,1,8821,,,,,,
CellCure,502458.0,Denmark,Europe,Biotechnology,2000.0,Dead / Inactive,1,8834,0.01474279645772813,0.0008567985426606418,0.0185799601857996,0.002448776972665081,81.10714285714286,
Invenux,520255.0,United States,North America,Drug Development,2000.0,Dead / Inactive,1,8837,,,,,,
AllianceCare,15943.0,United States,North America,Medical Facilities & Services,2000.0,Alive / Active,1,8844,0.10319096470046314,0.00331539145901658,0.07069076823757263,0.029450307641294575,78.48148148148148,
Valigen,546845.0,United States,North America,Biotechnology,2000.0,Dead / Inactive,1,8848,,,,,,
454 Life Sciences,36357.0,United States,North America,Biotechnology,2000.0,Acquired,1,8849,,,,,,
Xcellsyz,550098.0,United Kingdom,Europe,Drug Development,2000.0,Acquired,1,8885,,,,,,
TeGenero,544764.0,Germany,Europe,Biotechnology,2000.0,Dead / Inactive,1,8888,0.0060455138574204035,0.00052152599770283,0.01091165082717353,0.001700017362689902,72.0,
Disc Dynamics,5226.0,United States,North America,Medical Devices & Equipment,2000.0,Alive / Active,1,8912,,,,,,
ImpactRx,3931.0,United States,North America,Internet Software & Services,2000.0,Alive / Active,1,8914,0.00719173280194348,0.0008036858589406968,0.0159256801592568,0.005501718380310064,51.10416666666666,
Impres Medical,19576.0,United States,North America,,2000.0,Alive / Active,1,8915,,,,,,
Trans1,9281.0,United States,North America,Medical Devices & Equipment,2000.0,IPO / Went public,1,8917,0.03403917023172585,0.002372858696100771,0.05814788226848529,0.01136375877325895,66.94444444444444,
Natural HealthLink,39717.0,United States,North America,Medical Facilities & Services,2000.0,Alive / Active,1,8923,0.014586079348058384,0.0010920462076839225,0.02639915522703273,0.003695002815617916,87.02083333333331,
Renovis,9100.0,United States,North America,Pharmaceuticals / Drugs,2000.0,Acquired,1,8926,0.028487184417691745,0.0017416304989701524,0.042713567839195984,0.007016120718418847,96.425,
Sagres Discovery,17586.0,United States,North America,Biotechnology,2000.0,Acquired,1,8927,0.032125417231449065,0.0015567183286154971,0.043681227075691886,0.006013770080843009,85.9465648854962,
Fusogenix,512939.0,Canada,North America,Drug Delivery,2000.0,Alive / Active,1,8982,0.11637791292960815,0.0038773512408555033,0.07195203197868089,0.025677748712995132,42.10185185185185,
Glaucus Proteomics,514749.0,Netherlands,Europe,Drug Development,2000.0,Dead / Inactive,1,8983,0.023612067916913712,0.0017416304989701524,0.0419956927494616,0.006877987010198686,78.98412698412699,
Hint-ELs,517516.0,Germany,Europe,Medical Devices & Equipment,2000.0,Acquired,1,8986,0.03942879149018935,0.0021691130837433285,0.05948609644491376,0.008509267195010457,76.92899408284023,
Libraria,522926.0,United States,North America,Drug Development,2000.0,Acquired,1,8989,0.07798866801719433,0.003271587841402721,0.08925016589250166,0.02659229620091898,101.8913043478261,
Ribopharma,536304.0,Germany,Europe,Drug Development,2000.0,Acquired,1,8996,,,,,,
GeneProt,43680.0,United States,North America,Biotechnology,2000.0,Dead / Inactive,1,9000,,,,,,
sciencefactory,537678.0,Germany,Europe,Healthcare Software,2000.0,Dead / Inactive,1,9010,0.04147627072572583,0.002014359924598743,0.0543514504834945,0.011804125310010823,148.5,
Tekka SA,544807.0,France,Europe,Dental Products & Services,2000.0,IPO / Went public,1,9011,,,,,,
Cytion,506294.0,Switzerland,Europe,Drug Development,2000.0,Acquired,1,9022,0.14448579948652962,0.004002990802831692,0.08449438202247192,0.030899638094215736,188.0,
Bergomed,499092.0,Sweden,Europe,,2000.0,Acquired,1,9027,0.03228161386075614,0.001811756018087006,0.0457863304578633,0.006696812050912654,74.18055555555556,
Eutech,511348.0,Sweden,Europe,,2000.0,Assets Purchased,1,9028,,,,,,
Gnothis,513682.0,Germany,Europe,Biotechnology,2000.0,Dead / Inactive,1,9030,0.06563064974441524,0.003379793309571121,0.09269756585528507,0.029684104519956588,156.33333333333334,
nanotype,527943.0,Germany,Europe,Drug Development,2000.0,Dead / Inactive,1,9036,0.05968521592651065,0.002697252578084884,0.07369123041013671,0.018952906183720624,87.5,
Wita Proteomics,549678.0,Germany,Europe,Disease Diagnosis,2000.0,Dead / Inactive,1,9044,0.14448579948652962,0.004002990802831692,0.08449438202247192,0.030899638094215736,57.84732824427482,
First Genetic Trust,43557.0,United States,North America,Medical Facilities & Services,2000.0,Alive / Active,1,9058,,,,,,
Austrian Laser,497018.0,Austria,Europe,Medical Devices & Equipment,2000.0,Alive / Active,1,9060,,,,,,
Biopsytec,499772.0,Germany,Europe,Biotechnology,2000.0,Dead / Inactive,1,9061,,,,,,
Copharos,42968.0,United States,North America,Pharmaceuticals / Drugs,2000.0,Alive / Active,1,9071,0.03618512877109799,0.0014625533361533464,0.02639915522703273,0.004873771117740241,44.96,
BIOresearch,499868.0,Denmark,Europe,Pharmaceuticals / Drugs,2000.0,Dead / Inactive,1,9077,0.03228161386075614,0.001811756018087006,0.0457863304578633,0.006696812050912654,69.67391304347827,
Esplora,510930.0,Germany,Europe,Biotechnology,2000.0,Dead / Inactive,1,9078,,,,,,
NeuroServe (Holdings),528222.0,United Kingdom,Europe,Drug Development,2000.0,Assets Purchased,1,9081,0.03869345426955748,0.0016469939650925495,0.04364660330869412,0.0055176621941759275,95.51219512195122,
Mobular Technologies,25740.0,United States,North America,,2000.0,Alive / Active,1,9089,,,,,,
MP 5,527184.0,France,Europe,Drug Development,2000.0,Acquired,1,9093,,,,,,
Hypnion,23572.0,United States,North America,Drug Discovery,2000.0,Acquired,1,9096,,,,,,
LumiCyte,44405.0,United States,North America,Medical Devices & Equipment,2003.0,Acquired,1,9097,,,,,,
Geniotronic,514036.0,Germany,Europe,Biotechnology,2000.0,Dead / Inactive,1,9100,0.047550918220015635,0.0013108446637066053,0.03133245382585752,0.003517609844389626,83.5,
LifeBits,526166.0,Germany,Europe,Biotechnology,2000.0,Dead / Inactive,1,9101,,,,,,
Ambit Biosciences,17885.0,United States,North America,Drug Development,2000.0,Acquired,1,9119,,,,,,
Arradial,42295.0,United States,North America,Biotechnology,2000.0,Alive / Active,1,9121,0.0020760007954549412,0.0003685237557833205,0.006101938262742283,0.0004786315723071368,33.64705882352941,
GlycoFi,6374.0,United States,North America,Drug Development,2000.0,Acquired,1,9123,,,,,,
Modular Genetics,39591.0,United States,North America,Biotechnology,2000.0,Alive / Active,1,9126,,,,,,
Novalar Pharmaceuticals,1186.0,United States,North America,Pharmaceuticals / Drugs,2000.0,Alive / Active,1,9129,,,,,,
Basilea,497906.0,Switzerland,Europe,Drug Development,2000.0,IPO / Went public,1,9182,0.008382025262337868,0.0004540815939906553,0.00985568461809222,0.0011213266230380126,87.82142857142857,
Magnsoft,501008.0,China,Asia,Healthcare Software,2000.0,Alive / Active,1,9183,0.005808356494117907,0.0003736593728224999,0.005164622336991607,0.0015838452021336874,45.4375,
Jari Pharmaceuticals,522587.0,Netherlands,Europe,Pharmaceuticals / Drugs,2000.0,Dead / Inactive,1,9186,,,,,,
Semaia,537813.0,Germany,Europe,Drug Development,2000.0,Acquired,1,9187,0.028299325207953887,0.0012780635048005257,0.03667889296432144,0.005429471802091847,90.88181818181818,
XiTact,550132.0,Switzerland,Europe,Medical Devices & Equipment,2000.0,Acquired,1,9188,0.04898045591297955,0.002534630761751741,0.06668889629876625,0.013404609022971059,90.88181818181818,
Agencourt,493899.0,United States,North America,Drug Development,2000.0,Acquired,1,9195,0.028206581567451657,0.0013670283721463141,0.03550099535500995,0.005733337570023948,85.15384615384616,
Aureus Pharma,497138.0,France,Europe,Healthcare Software,2000.0,Acquired,1,9199,,,,,,
Hybrid4,517060.0,United Kingdom,Europe,Healthcare Software,2000.0,Dead / Inactive,1,9202,0.023104113731209398,0.0008671062739225349,0.01891174518911745,0.006636936917463517,90.75438596491229,
Actinodrug,493514.0,Germany,Europe,Pharmaceuticals / Drugs,2000.0,Dead / Inactive,1,9204,,,,,,
United Telemedicine,547835.0,United Kingdom,Europe,Healthcare Software,2000.0,Alive / Active,1,9215,,,,,,
Jopejo,520455.0,United Kingdom,Europe,Medical Devices & Equipment,2000.0,Acquired,1,9218,0.03660426061973674,0.0017322884486710836,0.0451227604512276,0.009621720865425185,79.8529411764706,
Lica Pharmaceuticals,524055.0,Denmark,Europe,Biotechnology,2000.0,Dead / Inactive,1,9219,,,,,,
NascaCell,529810.0,Germany,Europe,Biotechnology,2000.0,IPO / Went public,1,9221,0.1329451126519849,0.00252638580851291,0.08725071225071225,0.010287156883502013,132.08823529411765,
Combinature Biopharm,504638.0,Germany,Europe,Biotechnology,2000.0,Acquired,1,9228,,,,,,
Combio,504085.0,Denmark,Europe,Drug Development,2000.0,Acquired,1,9229,0.042056328501539265,0.002534630761751741,0.06668889629876625,0.01364959853440663,101.91666666666669,
Ganomycin,513241.0,Germany,Europe,Pharmaceuticals / Drugs,2000.0,Alive / Active,1,9232,0.09735631850657496,0.0033285754016559076,0.06606741573033709,0.01783096117670815,67.0754716981132,
GenMetrics,513951.0,United States,North America,Drug Development,2000.0,Dead / Inactive,1,9234,,,,,,
Migragen,529123.0,Germany,Europe,Biotechnology,2000.0,Dead / Inactive,1,9236,0.04272564164932036,0.0011944558963421187,0.02059134107708553,0.00358419826214876,60.69230769230769,
OLIGOvation,532095.0,Sweden,Europe,Disease Diagnosis,2000.0,Alive / Active,1,9237,0.025101381358672133,0.0018160653579145578,0.04575853572685674,0.007108475473318825,76.80597014925372,
Onkocom,532148.0,Germany,Europe,Healthcare Software,2000.0,Dead / Inactive,1,9238,0.09534555525808328,0.0028300661714375014,0.06292585170340681,0.018558620709018345,77.5925925925926,
Bg Medicine,10470.0,United States,North America,Medical Devices & Equipment,2000.0,IPO / Went public,1,9242,0.009767518857802988,0.00045601006098755715,0.0071910112359550565,0.0014235671931437722,52.875,
Labcyte,10245.0,United States,North America,Medical Equipment & Supplies,2003.0,Acquired,1,9247,,,,,,
Incenta,518259.0,United Kingdom,Europe,Drug Development,2000.0,Acquired,1,9252,0.02565899692393338,0.0011709855989700533,0.027997128499641064,0.005308772239196277,80.98717948717949,
NuGEN Technologies,6784.0,United States,North America,Drug Discovery,2000.0,Acquired,1,9257,0.046966765926380036,0.001337760859941597,0.03589375448671931,0.005152619493112923,92.87,
MagForce Holding,525660.0,Germany,Europe,Biotechnology,2000.0,IPO / Went public,1,9259,,,,,,
ArctiCon,496199.0,Sweden,Europe,Biotechnology,2000.0,Dead / Inactive,1,9267,,,,,,
DrugWatch.com,508867.0,United Kingdom,Europe,Healthcare Software,2000.0,Dead / Inactive,1,9273,0.03687450705134215,0.0023313041887001945,0.059224694903086864,0.0090232629865968,80.84552845528455,
LipoCore,524398.0,Sweden,Europe,Drug Delivery,2000.0,Dead / Inactive,1,9274,0.0025993451200326018,0.00043482803583648683,0.00800266755585195,0.0007399394234633607,48.83333333333334,
Oncoscore,531917.0,Switzerland,Europe,Biotechnology,2000.0,Alive / Active,1,9275,0.05030394712976456,0.001463361532820953,0.037491705374917056,0.007941163909914627,108.40707964601768,
Xion,551605.0,Germany,Europe,Medical Devices & Equipment,2000.0,Alive / Active,1,9277,,,,,,
AtriCure,4886.0,United States,North America,Medical Devices & Equipment,2000.0,IPO / Went public,1,9281,,,,,,
synecor,25027.0,United States,North America,Medical Devices & Equipment,2000.0,Alive / Active,1,9285,0.04231241832748206,0.001721256736589073,0.035620052770448545,0.011062746501445913,59.444444444444436,
Pendragon Medical,531032.0,Switzerland,Europe,Medical Equipment & Supplies,2000.0,Dead / Inactive,1,9286,0.0700578460671715,0.0019551353505849415,0.041962556488056815,0.013587554602093444,83.16666666666667,
Direvo Biotech,508380.0,Germany,Europe,Drug Development,2000.0,Acquired,1,9289,,,,,,
Global Genomics,514240.0,Sweden,Europe,Biotechnology,2000.0,Acquired,1,9298,,,,,,
Market4Care,527570.0,Netherlands,Europe,Healthcare Software,2000.0,Acquired,1,9301,,,,,,
PharmaDM,532732.0,Belgium,Europe,Drug Development,2000.0,Dead / Inactive,1,9302,,,,,,
Pieris,6429.0,United States,North America,Drug Development,2001.0,IPO / Went public,1,9306,1.2549504766064736e-05,0.0003684287268332753,0.0014079549454417456,0.00262058093014263,6.666666666666668,
Volcano Corporation,41680.0,United States,North America,Medical Devices & Equipment,2000.0,Acquired,1,9307,7.731243932724606e-25,0.0004006410256410256,0.00040080160320641277,0.0,1.0,
Visiogen,6130.0,United States,North America,Medical Devices & Equipment,2001.0,Acquired,1,9308,5.558007215014888e-06,0.00024825137307077003,0.00099535500995355,0.0006137967502468291,3.6666666666666665,
Protedyne,26516.0,United States,North America,Medical Devices & Equipment,2000.0,Acquired,1,9317,,,,,,
Salmedix,45536.0,United States,North America,Biotechnology,2000.0,Acquired,1,9320,,,,,,
AMT,495457.0,Germany,Europe,Medical Devices & Equipment,2001.0,Alive / Active,1,9355,0.00036573137100915916,0.00017696354621828358,0.0013192612137203164,0.0006124666672481509,19.0,
Evologic,511282.0,France,Europe,Biotechnology,2000.0,Dead / Inactive,1,9357,,,,,,
Leukotech,523518.0,Denmark,Europe,Pharmaceuticals / Drugs,2001.0,Dead / Inactive,1,9359,0.03138178544338432,0.0013746211362652668,0.035832780358327807,0.0069588016720606,80.49074074074075,
NVR Labs,529240.0,Israel,Asia,,2001.0,Alive / Active,1,9361,0.0008867615765094117,0.0006182074278450777,0.006335445148382793,0.005257388093798345,24.947368421052627,
PAL Technologies,530822.0,United Kingdom,Europe,Medical Devices & Equipment,2001.0,Alive / Active,1,9362,0.015625484937014638,0.0008305390909928271,0.02234078026008669,0.0009768483566249273,87.65671641791046,
Velocimed,547903.0,United States,North America,Medical Devices & Equipment,2001.0,Acquired,1,9367,,,,,,
Protometrix,344531.0,United States,North America,,2001.0,Alive / Active,1,9370,,,,,,
VirtualScopics,41653.0,United States,North America,Medical Devices & Equipment,2000.0,Acquired,1,9371,0.12175722432176235,0.0037485446976878523,0.11937312437479157,0.03475110639411304,83.25698324022346,
BioMicro Systems,6773.0,United States,North America,Medical Devices & Equipment,2000.0,Alive / Active,1,9372,,,,,,
Vitra Bioscience,46376.0,United States,North America,Drug Discovery,2001.0,Dead / Inactive,1,9374,0.01241373434129513,0.0012786742208821607,0.018469656992084436,0.010458925841697051,56.0,
Patient Placement Systems,36945.0,United States,North America,Medical Facilities & Services,2001.0,Alive / Active,1,9382,,,,,,
Focus Inhalation,512318.0,Finland,Europe,Drug Delivery,2000.0,Acquired,1,9385,,,,,,
GAG Bioscience,513586.0,Germany,Europe,Drug Development,2000.0,Alive / Active,1,9386,0.01787213681329425,0.000792782007772927,0.019230769230769232,0.0011510824589766725,81.2037037037037,
Ifcos,519162.0,Germany,Europe,Drug Development,2001.0,Dead / Inactive,1,9387,,,,,,
LiPlasome Pharma,523034.0,Denmark,Europe,Drug Delivery,2001.0,Alive / Active,1,9396,,,,,,
Eyebright,511685.0,United Kingdom,Europe,Medical Facilities & Services,2001.0,Assets Purchased,1,9398,3.4839581631331636e-21,0.00044923629829290214,0.00044943820224719103,0.0,1.0,
Geniovis,514375.0,Germany,Europe,Medical Devices & Equipment,2000.0,Alive / Active,1,9401,,,,,,
Genesto,513377.0,Denmark,Europe,Biotechnology,2000.0,Dead / Inactive,1,9408,,,,,,
ProteOptics,534401.0,Israel,Asia,Drug Development,2000.0,Acquired,1,9409,,,,,,
Xenerate,549884.0,Sweden,Europe,Biotechnology,2001.0,Dead / Inactive,1,9410,,,,,,
Vistatec York,550255.0,United Kingdom,Europe,Medical Devices & Equipment,2000.0,Dead / Inactive,1,9411,,,,,,
Lathian Health,39189.0,United States,North America,Medical Facilities & Services,2000.0,Alive / Active,1,9413,0.02306554371697985,0.003962865616827344,0.06389088298636038,0.05933917539537895,76.75,
Eliance Biotechnology,43301.0,United States,North America,Biotechnology,2001.0,Acquired,1,9416,,,,,,
MSC Regenos,39645.0,United States,North America,Biotechnology,2001.0,Alive / Active,1,9417,,,,,,
Instytut Badan,518720.0,Poland,Europe,Medical Facilities & Services,2000.0,Dead / Inactive,1,9419,,,,,,
Symbiotec,543304.0,Germany,Europe,Biotechnology,2001.0,Acquired,1,9421,,,,,,
iSenseIt,521846.0,Germany,Europe,Drug Development,2000.0,Dead / Inactive,1,9428,1.0503492933359034e-35,0.0003333333333333333,0.0003334444814938313,0.0,1.0,
MxStaffing.com,525991.0,United States,North America,Medical Facilities & Services,2000.0,Dead / Inactive,1,9431,,,,,,
Novaspin Biotech,529076.0,Germany,Europe,Drug Development,2001.0,Dead / Inactive,1,9432,,,,,,
Cartela,502119.0,Sweden,Europe,Biotechnology,2000.0,Assets Purchased,1,9437,0.040151610312750746,0.0022267441197708947,0.06135378459486495,0.01515361359884854,74.21739130434783,
Fundus,513132.0,Sweden,Europe,Medical Devices & Equipment,2001.0,Alive / Active,1,9438,0.0504104809714267,0.0012430205064799663,0.039422738472368886,0.0039477430232162025,107.07142857142857,
Arryx,4972.0,United States,North America,Medical Devices & Equipment,2000.0,Acquired,1,9440,0.01241373434129513,0.0012786742208821607,0.018469656992084436,0.010458925841697051,39.92857142857143,
CenterRun,25179.0,United States,North America,Medical Devices & Equipment,2000.0,Acquired,1,9450,0.009221613371248516,0.0008700113571836725,0.01865540302710313,0.003383335314934728,73.1875,
Chemogen,17605.0,United States,North America,Medical Devices & Equipment,2000.0,Alive / Active,1,9452,,,,,,
Primal,40305.0,United States,North America,Pharmaceuticals / Drugs,2000.0,Alive / Active,1,9453,,,,,,
Protein Mechanics,40339.0,United States,North America,Biotechnology,2001.0,Acquired,1,9454,,,,,,
Aptus Pharmaceuticals,42267.0,United States,North America,Biotechnology,2000.0,Acquired,1,9461,,,,,,
Aton Pharma,21762.0,United States,North America,Pharmaceuticals / Drugs,2001.0,Acquired,1,9462,0.02130450777104407,0.0007573706025737926,0.014028056112224449,0.0025028877530015783,69.94285714285714,
Geneohm Sciences,8465.0,United States,North America,Medical Devices & Equipment,2001.0,Acquired,1,9463,0.12175722432176235,0.0037485446976878523,0.11937312437479157,0.03475110639411304,83.25698324022346,
Intradigm Corporation,7048.0,United States,North America,Pharmaceuticals / Drugs,2000.0,Merged,1,9465,,,,,,
Targeted Molecules,41160.0,United States,North America,Pharmaceuticals / Drugs,2000.0,Acquired,1,9467,,,,,,
Spectral Genomics,24320.0,United States,North America,Drug Development,2000.0,Acquired,1,9468,0.04063363018755982,0.0016959929421159787,0.05035011670556852,0.004158386837688953,88.13245033112581,
Polymerix Corporation,40259.0,United States,North America,Biotechnology,2000.0,Alive / Active,1,9470,,,,,,
Scion Pharmaceuticals,45579.0,United States,North America,Pharmaceuticals / Drugs,2001.0,Alive / Active,1,9473,0.07109284227045863,0.001809033530134547,0.03910112359550562,0.004817107142356772,84.2,
Cardioberlin,502295.0,Germany,Europe,Medical Devices & Equipment,2000.0,Dead / Inactive,1,9511,0.004138862331894922,0.0003054367745876604,0.0018331805682859762,0.0006600639984077349,57.66666666666666,
Iceni Biodiscovery,519495.0,United Kingdom,Europe,Drug Development,2001.0,Dead / Inactive,1,9513,,,,,,
onmedic Networks,530182.0,Spain,Europe,Healthcare Software,2000.0,Acquired,1,9514,,,,,,
Polyzenix,533892.0,Germany,Europe,Drug Development,2000.0,Acquired,1,9516,0.02384920081287597,0.0018701738901700726,0.047870468145019364,0.007089287362508992,95.0,
Roboscreen,536412.0,Germany,Europe,Biotechnology,2000.0,Acquired,1,9518,0.03201780894538272,0.0006548342838651009,0.02023888520238885,0.0032629455171513193,114.19672131147541,
Isifer,520490.0,Sweden,Europe,Pharmaceuticals / Drugs,2001.0,Alive / Active,1,9522,,,,,,
Medluminal Systems,44523.0,United States,North America,Medical Devices & Equipment,2000.0,Alive / Active,1,9524,,,,,,
Prolexys Pharmaceuticals,24495.0,United States,North America,Pharmaceuticals / Drugs,2001.0,Alive / Active,1,9525,,,,,,
GL BioTech,514752.0,Germany,Europe,Biotechnology,2001.0,Dead / Inactive,1,9528,0.00044787204849096746,0.00030949459807948866,0.00266755585195065,0.0012470245251864028,18.5,
Luna Analytics,39312.0,United States,North America,Biotechnology,2001.0,Alive / Active,1,9536,,,,,,
Xcel Pharmaceuticals,10780.0,United States,North America,Pharmaceuticals / Drugs,2001.0,Acquired,1,9539,0.00033323178563702085,0.00024332317276979257,0.0016490765171503956,0.0006287962488599393,12.8,
Perlegen,9020.0,United States,North America,Drug Development,2000.0,Acquired,1,9544,,,,,,
Capsulution Pharma,502186.0,Germany,Europe,Drug Delivery,2000.0,Alive / Active,1,9546,,,,,,
Artiss,496387.0,Germany,Europe,Biotechnology,2000.0,Dead / Inactive,1,9548,,,,,,
microcuff,526315.0,Germany,Europe,,2000.0,Acquired,1,9549,,,,,,
Cartificial,502536.0,Denmark,Europe,Medical Devices & Equipment,2001.0,Dead / Inactive,1,9553,0.00039532521038464035,0.0011448893045265332,0.0048418334409296325,0.012858402519985329,7.0,
iONGen,520247.0,Germany,Europe,Drug Development,2001.0,Dead / Inactive,1,9554,0.00536271132707714,0.0006161236126437527,0.013337779259753251,0.0014017915924919586,55.475,
ProXara Biotechnology,534914.0,United Kingdom,Europe,Biotechnology,2001.0,Alive / Active,1,9556,0.0035690324672759907,0.00034607564314335064,0.0046682227409136365,0.002315550394088657,76.5,
Ceregene,2295.0,United States,North America,Drug Development,2001.0,Acquired,1,9560,,,,,,
Corus Pharma,25198.0,United States,North America,Pharmaceuticals / Drugs,2001.0,Acquired,1,9561,,,,,,
Helsinn,40670.0,Switzerland,Europe,Pharmaceuticals / Drugs,2000.0,Acquired,1,9562,,,,,,
Alere,38956.0,United States,North America,Disease Diagnosis,2001.0,Acquired,1,9565,,,,,,
Plexxikon,9034.0,United States,North America,Drug Discovery,2000.0,Acquired,1,9566,0.0018538335175221567,0.0001574559525334973,0.002334111370456819,0.00017937815871104938,93.42857142857143,
Meridica,525948.0,United Kingdom,Europe,Medical Equipment & Supplies,2001.0,Acquired,1,9568,,,,,,
BioMedion,499632.0,Germany,Europe,Healthcare Software,2000.0,Alive / Active,1,9574,0.018196519510188858,0.0009473171896765023,0.02434144714904968,0.002426002875640611,85.58904109589041,
CBT,501742.0,United Kingdom,Europe,Biotechnology,2001.0,Acquired,1,9575,0.04800898464321431,0.0013133501906829488,0.028456913827655313,0.0033923281315929627,68.1830985915493,
Auilix Biopharma,497530.0,United States,North America,Drug Development,2000.0,Dead / Inactive,1,9580,,,,,,
Oxford Diffraction,532347.0,United Kingdom,Europe,Disease Diagnosis,2001.0,Acquired,1,9581,0.044196269717442865,0.0023686468935407933,0.06668889629876625,0.009839608115402349,87.65671641791046,
Biosino,500022.0,China,Asia,Drug Development,2001.0,IPO / Went public,1,9585,2.3036086050126362e-33,0.00035186488388458837,0.0007039774727208728,0.0,2.0,
Culture Screening,505796.0,Denmark,Europe,Drug Development,2000.0,Dead / Inactive,1,9586,,,,,,
GemacBio,514096.0,France,Europe,Biotechnology,2001.0,Alive / Active,1,9587,,,,,,
LDR,525593.0,United States,North America,Medical Devices & Equipment,2000.0,IPO / Went public,1,9591,,,,,,
Selecore,537911.0,Germany,Europe,Biotechnology,2001.0,Dead / Inactive,1,9592,0.004622119836303586,0.0005255666022513513,0.011670556852284094,0.002063425466857421,61.31428571428572,
StemSource,541939.0,United States,North America,Biotechnology,2001.0,Acquired,1,9593,0.015374196468861909,0.001093862426767432,0.02600866955651884,0.0071183105913622015,69.41025641025641,
Solea,541313.0,Netherlands,Europe,Biotechnology,2001.0,Alive / Active,1,9594,0.001913182043108874,0.0002226561615557041,0.0033178500331785005,0.00012356807332269,61.9,
DxS,508390.0,United Kingdom,Europe,Medical Facilities & Services,2001.0,Acquired,1,9601,2.278471080537875e-06,8.165963131043893e-05,0.00033178500331785003,0.0,9.0,
Triton Biosystems,5723.0,United States,North America,Medical Devices & Equipment,2001.0,Acquired,1,9603,,,,,,
Medgenics,12876.0,United States,North America,Drug Delivery,2000.0,IPO / Went public,1,9606,,,,,,
Sensera,40761.0,United States,North America,Biotechnology,2001.0,Alive / Active,1,9609,,,,,,
Abeta,493050.0,Germany,Europe,Drug Development,2000.0,Dead / Inactive,1,9614,,,,,,
Injectile Technologies,519455.0,Germany,Europe,Drug Delivery,2000.0,Dead / Inactive,1,9617,4.088887852254401e-34,0.00035880875493362035,0.0010768126346015793,0.0,3.0,
vectron therapeutics,549334.0,Germany,Europe,Drug Development,2000.0,Dead / Inactive,1,9618,,,,,,
Chlorogen,42792.0,United States,North America,Biotechnology,2002.0,Alive / Active,1,9621,0.0038214441203844453,0.000656842404522283,0.006778566817301484,0.005927204375377335,30.619047619047624,
Kourion Therapeutics,523226.0,Germany,Europe,Biotechnology,2000.0,Acquired,1,9625,3.4926810565996163e-32,0.0003333333333333333,0.0006668889629876625,0.0,2.0,
Akceli,42123.0,United States,North America,Biotechnology,2000.0,Alive / Active,1,9635,0.04410307335657812,0.0017038500133034573,0.046449900464499004,0.005626388921203961,140.0,
Critical Therapeutics,26926.0,United States,North America,Pharmaceuticals / Drugs,2000.0,Acquired,1,9636,0.006574693789507554,0.0003932887115684537,0.007214428857715431,0.0006334253405995546,48.944444444444436,
Novacea,1256.0,United States,North America,Biotechnology,2001.0,IPO / Went public,1,9639,0.007087181005004681,0.0004783173698402051,0.011670556852284094,0.0004599406865180156,79.05714285714286,
Sopherion,9196.0,United States,North America,Pharmaceuticals / Drugs,2001.0,Alive / Active,1,9640,,,,,,
Protiva Biotherapeutics,40342.0,United States,North America,Biotechnology,2000.0,Acquired,1,9641,,,,,,
CAS innovations,502438.0,Germany,Europe,Healthcare Software,2001.0,Acquired,1,9666,0.03704873564238422,0.0008617100710193588,0.02488387524883875,0.003192704453536157,109.69333333333331,
Inoxell,520740.0,Denmark,Europe,Drug Development,2001.0,Dead / Inactive,1,9671,,,,,,
OncoMab,530168.0,Germany,Europe,Biotechnology,2001.0,Acquired,1,9673,0.008043888929991722,0.0007689117424295423,0.0160053351117039,0.005004993634534571,75.92307692307692,
Sensovation,537892.0,Germany,Europe,Medical Devices & Equipment,2000.0,Alive / Active,1,9675,,,,,,
Vivotec,550260.0,Germany,Europe,Biotechnology,2001.0,Dead / Inactive,1,9677,,,,,,
Bioreact,500023.0,Germany,Europe,Disease Diagnosis,2000.0,Alive / Active,1,9685,,,,,,
Acolyte,493382.0,United Kingdom,Europe,Disease Diagnosis,2000.0,Acquired,1,9691,,,,,,
BioVirase,500165.0,Israel,Asia,Disease Diagnosis,2000.0,Dead / Inactive,1,9692,0.004174412868823096,0.000202264702054442,0.0032981530343007912,1.166075242001548e-05,63.7,
